speaker,episode,sheet,context,english,dutch,utterer_key
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Ass Power!""","""Ezel Macht!""",SAY.Dialog_Sculpture3_VillageSouth.333.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""I'm Scared""",Ik ben bang,SAY.Dialog_Sculpture3_VillageSouth.336.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",Our Herd has lost so much.,Onze Kudde heeft zo veel verloren.,SAY.Dialog_Sculpture3_VillageSouth.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Sturdy approaches a sculpture.
Jump to line x, y, or z.",Being an artist is one of the most spiritual things I've done with my life.,Kunstenaar zijn is een van de meest spirituele dingen die 'k ooit met mijn leven gedaan heb.,SAY.Dialog_Sculpture4_VillageEast.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""The Gods Leadeth Me""","""De Goden Leiden Mij""",SAY.Dialog_Sculpture4_VillageEast.22.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Golden Showers for All""",Gouden Regen voor Allen,SAY.Dialog_Sculpture4_VillageEast.25.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Our Souls Will Meet in the Next Life""",Onze Zielen Zullen Elkaar Ontmoeten in het Astrale Hiernamaals,SAY.Dialog_Sculpture4_VillageEast.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",Praise be to the Gods.,Oh liefste Gods,SAY.Dialog_Sculpture4_VillageEast.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Sturdy approaches a sculpture.
Jump to line x, y, or z.",This sculpture will remind everyone of Fannyside's golden days.,Dit beeld zal iedereen herinneren aan de gouden dagen van Muilegem.,SAY.Dialog_Sculpture5_FannysideEast.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""The Pleasures of Entering Fannyside""","""De Geneugten van het Betreden van Muilegem""",SAY.Dialog_Sculpture5_FannysideEast.22.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Farm and Content""",Boerderij en Tevredenheid,SAY.Dialog_Sculpture5_FannysideEast.25.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""The Fields Weep with the Blood of our Ancestors""",De Velden Wenen met het Bloed van onze Voorouders,SAY.Dialog_Sculpture5_FannysideEast.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",There's nothing quite like home.,Er gaat niks boven thuis.,SAY.Dialog_Sculpture5_FannysideEast.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy approaches a sculpture.,"Those months we spent in the Mine were a constant reminder of how I lost my beloved daughter, Lazy.","Die maanden da we in de Mijn doorbrachten waren een constante herinnering aan hoe ik mijn geliefde dochter verloren heb, Luie.",SAY.Dialog_Sculpture6_Mine.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Jump to line x, y, or z.",I'll name this sculpture in tribute to her:,Ik zal dit beeldhouwwerk naar haar vernoemen:,SAY.Dialog_Sculpture6_Mine.311.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""First Born, First Lost""","Eerstgeboren, Eerst Verloren",SAY.Dialog_Sculpture6_Mine.22.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""A Study in Laziness""",Een Studie in Luiheid,SAY.Dialog_Sculpture6_Mine.25.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Boredom is Freedom, is Eternity""","Verveling is Vrijheid, is Eeuwigheid",SAY.Dialog_Sculpture6_Mine.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.","I will never forget you, Lazy.","Ik zal u nooit vergeten, Luie.",SAY.Dialog_Sculpture6_Mine.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Sad, this Memorial Garden is coming along beautifully.","Triestige, dit Herdenkingstuintje wordt echt prachtig, Kameraad.",SAY.Dialog:Sad.22.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Lazy's memorial is particularly beautiful.,Het gedenkteken van Luie is bijzonder prachtig.,SAY.Dialog:Sad.29.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The Gods would be so impressed by your work.,De Goden zouden zo onder de indruk zijn van uw werk.,SAY.Dialog:Sad.32.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,I'm glad you found what you're good at Comrade.,"Ik ben blij da ge gevonden hebt waar ge goed in zijt, Kameraad.",SAY.Dialog:Sad.30.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"I'm trying to spend quality time with {$NewName}, but she's growing up too fast.","Ik probeer nog wat mooi tijd door te brengen met {$NewName}, maar ze groeit veel te snel op.",SAY.Dialog:Sad.26.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Soon she'll leave me on my own.,Binnenkort laat ze mij alleen achter.,SAY.Dialog:Sad.67.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Repeater line when interacting with the Tractor.,Stupid Tractor-Machine.,Stomme Traktor Machine.,SAY.Dialog:Tractor.10.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"It's looking good, Comrade.","'t Ziet er goed uit, Kameraad.",SAY.Dialog_Thirsty.49.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,I could definitely use a drink and an ear to bend.,Ik kan zeker wel een drankje gebruiken en een oor om tegen te klagen.,SAY.Dialog_Thirsty.51.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"{$NewName} spends all her time inside playin' Rocks with Bad Ass, and isn't interested in learning about our Traditions.","{$NewName} zit de hele tijd binnen Stenen-spel te spelen met Stoere Ezel, en heeft geen enkele interesse in onze Tradities.",SAY.Dialog_Thirsty.87.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,We're all working on our own thing these days. We rarely spend time together.,We zijn tegenwoordig allemaal met ons eigen ding bezig. We brengen zelden nog tijd samen door.,SAY.Dialog_Thirsty.89.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy approaches the final sculpture, but has not talked to Thirsty.
Repeater line.",This pile isn't very inspiring...,Deze hoop is nie echt inspirerend...,SAY.Dialog:Sculpture7Dummy.10.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy approaches the final sculpture and has already talked to Thirsty.
Jump to line x, y, or z.",What's the perfect title to commemorate the opening of Bottoms Up?,"Wat is nu de perfecte titel om de opening van Bottoms Up te vieren, Kameraad?",SAY.Dialog_Sculpture7_FarmBar.23.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"""Home is where the Herd is""",Thuis is waar de Kudde is,SAY.Dialog_Sculpture7_FarmBar.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"""Happy Watering Hole Opening""",Prettige Opening van de Drinkplaats,SAY.Dialog_Sculpture7_FarmBar.31.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"""Untitled No. 8""",Naamloos Nr. 8,SAY.Dialog_Sculpture7_FarmBar.34.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",I think Thirsty will jump for joy when he sees this!,Ik denk da Beschonken een gat in de lucht springt als hij dit ziet!,SAY.Dialog_Sculpture7_FarmBar.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,It's called... {$SculptureName}!,'t Heet... {$SculptureName}!,SAY.Dialog:BottomsUpOpening.121.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Your success is everyone's success, Comrade.","Uw succes is 't succes van iedereen, Kameraad.",SAY.Dialog:BottomsUpOpening.123.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Branch 1.2. Slow Ass went to the Zoo.,Slow Ass? Why have you come crawling back here?,Slome Ezel? Waarom kom ge hier terug aangesjokd?,SAY.Dialog:BottomsUpOpening.239.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Branches (1.1, 1.2) converge.",Help? We don't help traitors.,"Helpen? Wij helpen geen verraders, Kameraad.",SAY.Dialog:BottomsUpOpening.227.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Hard, why have you let him into the Territory?","Bikkelharde, waarom hebt ge hem het Territorium binnengelaten?",SAY.Dialog:BottomsUpOpening.228.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Not a hope in—,Geen schijn van kans in—,SAY.Dialog:BottomsUpOpening.218.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Comrades, I think we need to remember that—","Kameraden, ik denk da ge moet onthouden dat—",SAY.Dialog:BottomsUpOpening.222.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,But Machines are EVIL!,Maar Machines zijn KWAADAARDIG!,SAY.Dialog:BottomsUpOpening.207.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,They caused the cave-in that killed my Lazy!,Zij hebben de instorting veroorzaakt waar mijn Luie bij om 't leven is gekomen!,SAY.Dialog:BottomsUpOpening.208.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,They set fire to the Village and ruined Old Ass's Protest!,Ze hebben het Vuur in het Dorp gesticht en het Protest van Oude Ezel vernield!,SAY.Dialog:BottomsUpOpening.209.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Then who is to blame?!,Wie is er dan wél schuldig?!,SAY.Dialog:BottomsUpOpening.321.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Are you a traitor too?,Zijt gij ook een verrader?,SAY.Dialog:BottomsUpOpening.330.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Who else has been keeping dirty secrets?,Wie heeft er hier nog vuile geheimen zitten verzwijgen?!,SAY.Dialog:BottomsUpOpening.332.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to either line x or y.,Who else has chosen to side with Machines over Asses?!,Wie heeft er nog gekozen om de kant van de Machines te kiezen boven die van de Ezels?!,SAY.Dialog:BottomsUpOpening.333.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Branches (5.1 and 5.2) converge.,But you all BETRAYED us!,Maar ge hebt ons ALLEMAAL verraden!,SAY.Dialog:BottomsUpOpening.191.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Isn't that right, Comrade Hard?","Ist da nie waar, Kameraad Bikkelharde?",SAY.Dialog:BottomsUpOpening.192.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line z.,I refuse to leave my Foal and our Territory unprotected.,Ik weiger om mijn Veulentje en ons Territorium onbeschermd achter te laten.,SAY.Dialog:BottomsUpOpening.697.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line z.,I will NEVER trust Machines.,Ik zal NOOIT Machines vertrouwen.,SAY.Dialog:BottomsUpOpening.698.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Previous dialogue options converge.,Go without me—I'm sure the Gods have already given up on you.,Ga maar zonder mij—ik ben er zeker van da de Goden u allang hebben opgegeven.,SAY.Dialog:BottomsUpOpening.156.Sturdy Ass
Sturdy Ass,E6,E6_Church_localization,Sturdy looks at the mural on the wall of the church.,I wonder if they ever got to where they were going...,Ik vraag me af of ze ooit zijn aangekomen waar ze naartoe gingen.,SAY.Dialog:Church.1.Sturdy Ass
Sturdy Ass,E6,E6_Stable2F_localization,Sturdy over Old Ass's bones. Talking aloud.,I hope your Soul has already been reassigned and you're leading a new Herd somewhere in the world towards a life free of suffering.,Ik hoop dat uw Ziel al opnieuw is toegewezen en dat ge ergens in de wereld een nieuwe Kudde leidt naar een leven vrij van lijden.,SAY.Dialog:OldBody.23.Sturdy Ass
Sturdy Ass,E6,E6_Stable2F_localization,Repeater line.,I wonder what you'd think of all that's happened...,Ik vraag me af wat ge zoudt denken van alles wat er gebeurd is...,SAY.Dialog:OldBody.12.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,STOP!!!!!!!!,STOP!!!!!!!!,SAY.Dialog:Meeting.228.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,Gods.,Goden.,SAY.Dialog:Meeting.331.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,You can't let a Machine become a Prophet!,Ge kunt toch geen Machine Profeet laten worden!,SAY.Dialog:Meeting.231.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,There must be some other way to stop the Humans without using Machines.,Er moet toch een andere manier zijn om de Mensen te stoppen zonder Machines te gebruiken.,SAY.Dialog:Meeting.230.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,If not... we'll be no better than the Humans ourselves.,"""Zo nie... dan zijn we zelf geen haar beter dan de Mensen.""",SAY.Dialog:Meeting.229.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,The traitors were in trouble in the City.,De verraders zaten in de problemen in de Stad.,SAY.Dialog:Meeting.532.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,So your Aunties and Uncles left on the Tractor-Machine to find them.,Dus uw tantes en nonkels zijn met de Traktor Machine vertrokken om ze te gaan zoeken.,SAY.Dialog:Meeting.533.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,...,"""...""",SAY.Dialog:Meeting.633.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,They went to the City...,Ze zijn naar Mechalen gegaan...,SAY.Dialog:Meeting.609.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,They left me behind.,Ze hebben mij achtergelaten.,SAY.Dialog:Meeting.610.Sturdy Ass
Sturdy Ass,E9,E9_GoldenAss_localization,,Again.,Alweer.,SAY.Dialog:Meeting.612.Sturdy Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,Sick talks with a donkey from HAW—Humans Are the Worst (An AntiHuman group of donkeys),I hear the Humans have some new ways of killing that don’t hurt.,Ik heb gehoord dat de Mensen een nieuwe manier hebben om te doden. Eentje die géén pijn doet.,SAY.Dialog:Sulky.10.Sulky Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,,"Well in my day, it was just the good old throat slit.","In mijnen tijd, was het gewoon het mes over de keel.",SAY.Dialog:Sulky.18.Sulky Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,,You ever have your throat slit in front of your loved ones?,Heb je ooit je keel overgesneden gehad in het bijzijn van je geliefden?,SAY.Dialog:Sulky.19.Sulky Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,,Liar.,Leugenaar.,SAY.Dialog:Sulky.27.Sulky Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,,Didn't think so.,Dacht 't wel.,SAY.Dialog:Sulky.29.Sulky Ass
Sulky Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,"Even if it doesn't hurt, you're still dead.","Zelfs al doet het geen zeer, je bent nog altijd dood.",SAY.Dialog:Sulky.12.Sulky Ass
The Masses,E1,E1_TheProtest_localization,,POWER!,MACHT!,SAY.Dialog:AssPowerChant.25.The Masses
The Masses,E1,E1_TheProtest_localization,,POWER!,MACHT!,SAY.Dialog:AssPowerChant.61.The Masses
The Masses,E1,E1_TheProtest_localization,,DON'T BE SCARED!,WEEST NIET BANG!,SAY.Dialog:AssPowerChant.45.The Masses
The Masses,E1,E1_TheProtest_localization,,Trusty Ass? Where are you going? The Village isn't that way.,Trouwe Zak? Waar loop jij naartoe? Het dorp is niet die kant uit.,SAY.Dialog: Highway.1.The Masses
The Masses,E1,E1_TheProtest_localization,The Herd arrives at the Village,THIS IS A PROTEST!,DIT IS EEN PROTEST!,SAY.Dialog: This is a Revolution!.3.The Masses
The Masses,E1,E1_TheProtest_localization,,RESPECT OUR HISTORY!,RESPECTEER ONZE GESCHIEDENIS!,SAY.Dialog: This is a Revolution!.5.The Masses
The Masses,E1,E1_TheProtest_localization,,RESPECT ASS CULTURE!,RESPECTEER DE EZELSCULTUUR,SAY.Dialog: This is a Revolution!.1.The Masses
The Masses,E1,E1_TheProtest_localization,,GIVE US OUR JOBS BACK!,GEEF ONZE JOBS TERUG!,SAY.Dialog: This is a Revolution!.6.The Masses
The Masses,E1,E1_TheProtest_localization,,Trusty Ass! Where are you going?,Trouwe Zak! Waar ga jij heen?,SAY.Dialog:AttemptToExitVillage.1.The Masses
The Masses,E2,E2_World_A1_localization,If Nice Ass touches fire in the village.,Don't touch the fire!,Blijf van het vuur weg!,SAY.Dialog:Don'tTouchTheFire.1.The Masses
The Masses,E2,E2_World_A1_localization,If Nice Ass tries to talk to the Herd.,Hurry!,Snel!,SAY.Dialog:Hurry.1.The Masses
The Masses,E2,E2_World_B1_localization,The other donkeys run off to fetch water,ASS P-POWER!,EZEL M-MACHT!,SAY.Dialog:B1_MainDialog.65.The Masses
The Masses,E4,E4_AstralPlaneMain_localization,,A LOSER!,EEN LOSER!,SAY.Dialog:OldAss.101.The Masses
The Masses,E4,E4_AstralPlaneMain_localization,,LOSER!,LOSER!,SAY.Dialog:OldAss.103.The Masses
The Masses,E4,E4_AstralPlaneMain_localization,,FUCK REASSIGNMENT! I'M NEVER GOING BACK!,FUCK HERAANSTELLING! IK GA NOOIT MEER TERUG!,SAY.Dialog:ConcertStart.79.The Masses
Thirsty Ass,E1,E1_Farm_localization,Thirsty (male) Bucket Quest,"This here empty trough is a damn sorry sight, Comrade.","Het is nogal droog geweest de laatste tijd, héé...",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.1.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,It's been mighty dry these days...,"Godverdomme, alles van 't werk tot het water is gewoon verdord en opgekucht, héé!",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.3.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,"Hell, everything from work to water's just gone and dried up!","Kunje mij wa water halen met diej'n ouwe emmer, uit diej'n ouwe rivier daarboven, héé?",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.4.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,"Can you fetch me some water with that ol' bucket, from that ol' river up there?","Dienen emmer vult zichzelf nie, héé!",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.5.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,This ol' bucket ain't gonna fill itself!,"JIE-HAAA! Pak da emmerke en haal wa water uit da rivier daar, héé!",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.12.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,Yeehaw! Use that bucket to get some water from that there river.,"Gooi da lekker water in de trog, Kameraad, héé!",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.16.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,"Git that tasty water in the trough, Comrade!","JIE-HAAA! Ik weet nie wat we zonder jou zouden doeme, Trouwe, héé!",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.20.Thirsty Ass
Thirsty Ass,E1,E1_Farm_localization,,"Yeehaw! I don't know what we'd do without you, Trusty.","Om eerlijk t'zijn, 'k zou't zelf wel gedaan hebben, maar 'k wil hier zijn als Lieve Ezel een pauze neemt van d'r geploeg, héé.",SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.24.Thirsty Ass
